Sentence,Class
Park your car next to the pump,Relevant
Pay for your fill of gas ,Relevant
Choice the right gas for your car,Relevant
For example diesel ,Irrelevant
Open your gas tank cap,Relevant
Get your fill of gas,Relevant
Close your gas tank cap,Relevant
Leave the gas station ,Relevant
Famoco SAS is a French company that creates devices terminals that will be used by professionals,Irrelevant
There is a warehouse in Villers Le Bouillet where I work as a student,Relevant
The process starts when a customer sends his command ,Relevant
The command is received by an employee let’s call him A ,Relevant
A communicates the SO sales order to students ,Relevant
Famoco is compound of employees 5 and students +  10 and it is student’s job to make all orders,Irrelevant
Students in charge of the order go check the SO on another specific device used by students to work allowing them to know every detail of the order ,Relevant
If the order contains more than 8 devices the box of ten is kept to send to the customer with the good number of devices inside but if it’s less than 8 every device must package in individual boxes ,Relevant
Students will take what they need to make the order in the warehouse ,Relevant
They have to take boxes containing 10 devices each,Relevant
Every device in every box is checked to make sure they still working ,Relevant
Once checked every device is scanned in order to add it in the fleet on which the employee will keep an eye on to make sure everything is done well ,Relevant
Once scanned all required device are packaged in a new box ,Relevant
Then the employee in charge will check the final result and will complete a document related to this order ,Relevant
Once the document completed he glues the document to the box one of all boxes if there is more than 1 ,Relevant
And then students put all boxes on a pallet ready to be loaded on the truck to the customer ,Relevant
Apple is an American multinational company that creates and markets consumer electronics personal computers and software,Irrelevant
The process starts when the customer has the idea of buying this product ,Relevant
Open the apple store app or the website ,Relevant
Choose the “MacBook” category on the app,Relevant
Select the model of MacBook you want to buy ,Relevant
Select the screen size ,Relevant
Select the chip ,Relevant
Select the RAM storage ,Relevant
Select the storage ,Relevant
Select the keyboard ,Relevant
Choose whether or not you want to preinstall final cut pro ,Relevant
Choose whether or not you want to preinstall logic pro ,Relevant
Add the MacBook to cart ,Relevant
The process ends when the customer buys the shopping cart ,Relevant
The process starts when a new event idea is found by the team ,Relevant
The team decide the perfect date for this event ,Relevant
Then the team think about the guest we are going to invite ,Relevant
The corporate relations team contact the guest to ask him if it’s possible for him to come,Relevant
The marketing team make all posts that we are going to put on social media ,Relevant
the corporate relation team communicate the amount of money given by the company to the organization to the treasurer ,Relevant
the company is very well known,Irrelevant
the treasurer will decide the amount of money we can use to make the event and to organize a drink after the event ,Relevant
The projects team will contact HEC’s premises manager in order to reserve a room that we have chosen before ,Relevant
The room will be reserved by the premises manager ,Relevant
The projects team communicate to the marketing team all final details when where … in order to help marketing team finishing their post ,Relevant
Marketing team post on all social media ,Relevant
Between the post and the event students will register to the event via an app podio allowing us to prepare the event correctly take the right amount of food drink … ,Relevant
the day of the event every member if the team prepare the room projector tables … ,Relevant
then the event is happening and everybody listen to it,Relevant
After that the team will make everybody get out of the room in order to redirect everybody to the drink place ,Relevant
And then after the drink every team member will clean everything up in order to leave everything clean,Relevant
The process ends when the team has left ,Relevant
The process starts when someone has the idea of making a trip,Relevant
All different tasks could be split up into all members ,Irrelevant
Determine with who you are going to make the trip ,Relevant
Determine the location trip ,Relevant
Determine the date of the trip,Relevant
Determine the duration of the trip ,Relevant
Determine the budget we want to allow to the trip,Relevant
Select activities to do there,Relevant
Select the hotel in which we want to remain ,Relevant
Choose the airline you want to travel with ,Relevant
Determine the airport from where you want to take off and the airport of arrival ,Relevant
Choose the time slot ,Relevant
Choose whether or not you want to make a stopover ,Relevant
Choose your seat ,Relevant
Choose the means of transport to go to the location trip plane car train bicycle … ,Relevant
Compare tickets whether it is plane or train ,Relevant
Buy the best ticket according to you ,Relevant
Determine what kind of clothes you’ll need there and buy them ,Relevant
The process ends when all the organization is done ,Relevant
Speculoos is a biscuit for St Nicholas,Irrelevant
The process starts when the cook buys ingredients,Relevant
The cook gathers all the ingredients on the work plan,Relevant
His kitchen contains all the equipment needed to cook pastries,Irrelevant
He preheats the oven to 180°c,Relevant
The cook weights the food items and puts them in a dish,Relevant
He mix the preparation during 2 minutes,Relevant
For example with a spatula,Irrelevant
When the mix is ready he forms balls with the preparation,Relevant
Then the cook puts an almond on the top of the balls and flattens them just a little,Relevant
He lays these balls on a baking sheet,Relevant
Then the cook puts the preparation into the oven,Relevant
After 20 minutes he takes the pastries and lets them cool the process is finished,Relevant
The process starts when I send a message to invite my friends to my party,Relevant
I go to the shop to buy drinks crips and some decorations,Relevant
I decorate my house ,Relevant
For example with flowers and ballons,Irrelevant
I prepare a cocktail with fruits,Relevant
I prepare a table with drinks and the food,Relevant
For example Fanta Coca Cola and other good drinks,Irrelevant
Then I choose a playlist for the party,Relevant
I check my to do list to see if all is okay,Relevant
Everything is okay I am happy,Irrelevant
When everything is checked I prepare myself to welcome my friends,Relevant
I turn on the music and wait my guests,Relevant
The process is finished when the guests arrive,Relevant
The store is in New York,Irrelevant
The process start when a customer arrives at the store,Relevant
The hostess welcomes the customer and ask how she can help him.,Relevant
The customer communicates his need,Relevant
For example sunglasses,Irrelevant
Then the hostess drives the customer to the product,Relevant
The customer goes to the cashier,Relevant
The cashier scans the product,Relevant
The customer pays in cash or pays by card,Relevant
The customer takes the sales receipt and his product,Relevant
The cashier thanks for his comming,Relevant
The customer leaves the shop the process is finished,Irrelevant
He was so happy,Irrelevant
The travel agency is located in Brussels,Irrelevant
The process starts when a customer arrives at the travel agency,Relevant
A consultant welcomes and asks how she he can help the customer,Relevant
She He asks questions about the criteria of the destination,Relevant
The clients like to be close to the beach,Irrelevant
When there is an agreement the consultant researches the different destinations available,Relevant
The consultant send en email for the hotal the car etc. to know if it is still available,Relevant
The consultant propose different destination available according to the client s criteria,Relevant
The client choose his favourite destination,Relevant
Then if the customer is okay with the destination preoposed by the consultant the consultant books it,Relevant
The customer pays the advance payment in cash or by card,Relevant
The client has 10 banknotes,Irrelevant
The process finishes when the client leaves the travel agency,Relevant
The customer goes to the  BookDepository  website to buy his exam book. ,Relevant
For example  The human edge  or  Loonshots  ,Irrelevant
The customer searches for the book he needs in the search bar  ,Relevant
The customer adds his book to the basket ,Relevant
The customer validates his basket,Relevant
Then the customer must create an account with his address on the site or connect to his account if he already has one ,Relevant
Then the customer proceeds to the payment,Relevant
Once the payment is done the company is notified of the purchase  ,Relevant
The company confirms to the customer by e mail that the order is validated ,Relevant
The company prepares the buyer s order  ,Relevant
The company sends the order to the given address ,Relevant
The company forwards the package so that the customer knows where the order is  ,Relevant
 If the customer was not there a notice is sent by email to the customer saying where the package was delivered. ,Relevant
 Once the book is delivered the customer is thanked by email  ,Relevant
  Point chaud” is a commercial establishment that serves its customers various food products to eat in or take away  ,Irrelevant
The process begins when a customer enters the store  ,Relevant
The customer and the employee say hello to each other,Relevant
The customer waits for his turn,Relevant
The employee asks what the customer wants ,Relevant
The customer says what he wants to order ,Relevant
for example a croissant or a sandwich  ,Irrelevant
Then the customer goes to the counter ,Relevant
The customer pays by card or cash ,Relevant
Meanwhile another employee takes care of the order  ,Relevant
the employee puts the order on the counter  ,Relevant
The customer takes his order and leaves the hot spot and the process is finished  ,Relevant
The process starts when the birthday date approaches ,Relevant
I contact my friends to see if they are available on the date I propose  ,Relevant
My friends answer me if they will be present or not ,Relevant
 If there are not enough people I try to find another date to allow everyone to be there  ,Relevant
I then propose that it takes place at my place and if it suits everyone  ,Relevant
I ask my parents not to be present at this date  ,Relevant
Depending on the number of people present I organize myself and go shopping. ,Relevant
For example I buy alcohol chips and a cake  ,Irrelevant
Then I clean the house the day before the party so that everything is clean  ,Relevant
I prepare the table  take out the alcohol and chips and put them on the table   ,Relevant
The guests arrive the party can officially start  ,Relevant
People are dancing  singing and drinking   ,Relevant
The party is over people go home one by one  ,Relevant
The process is over when I have tidied up the whole house and it is in the same state as before the party ,Relevant
Get up in the morning have breakfast and get ready  ,Relevant
Go to work  ,Relevant
Once at work go to the locker room to get dressed,Relevant
For example protective glasses  thick jacket  helmet  ,Irrelevant
Then ask the foreman for the site where you are going and the team you are working with  ,Relevant
Put the necessary machines in the van  ,Relevant
For example the brushcutter  hedge trimmer blower  rakes  shovels,Irrelevant
Go to the address indicated  ,Relevant
Before starting put gasoline in the machines  ,Relevant
Then cut what is required  ,Relevant
At 4 00 pm  leave the work site to go to the commune s offices.  ,Relevant
Fill in the attendance sheet and hand it in to the chief  ,Relevant
Change in the locker room  ,Relevant
Go back home ,Relevant
The hotel is a 3 stars hotel ,Irrelevant
 The process starts when the customer arrives at the reception,Relevant
A reception’s employee welcomes the customer.,Relevant
The customer gives the employee his datas.,Relevant
The receptionist checks the customer’s reservation.,Relevant
The costumer is happy with a beautiful room.,Irrelevant
The receptionist gives the customer the informations about the hotel.,Relevant
The receptionist gives the keys of the room to the customer.,Relevant
The customer pays the bill.,Relevant
The customer receives the receipt.,Relevant
The receptionist takes the customer’s luggages to brig them to the room.,Relevant
The customer goes to his room.,Relevant
The customer arrives at the movie theater.,Relevant
The customer parks his car.,Relevant
The customer enters the movie theater.,Relevant
The customer waits in line to buy his tickets.,Relevant
The customer arrives at the purchase terminal.,Relevant
The customer chooses the movie.,Relevant
The customer likes « 50 shades of Grey ».,Irrelevant
As the customer has no seduction skills he chooses « Les Tuches ».,Relevant
The customer buys the tickets.,Relevant
The customer waits in line for the security check.,Relevant
The security employee checks the customer.,Relevant
A theater employee indicates the customer in which hall he must watch the movie. ,Relevant
The customer goes in the hall.,Relevant
The customer sits at his place.,Relevant
The customer watches the movie.,Relevant
His girlfriend is beautiful.,Irrelevant
The process starts when a customer complains about his room.,Relevant
The receptionist listens to the customer’s complaint.,Relevant
The receptionist checks if the customer really has a problem with his room.,Relevant
The receptionist checks the quality of the customer.,Relevant
The receptionist asks his superior if he can give him an upgrade.,Relevant
The superior accepts.,Relevant
The receptionist gives the information to the customer.,Relevant
The customer accepts the upgrade.,Relevant
The receptionnist apologizes for the problem.,Relevant
The customer receives his upgrade.,Relevant
The customer is now very happy.,Irrelevant
The process starts when a customer wants to buy chewing gums.,Relevant
The customer arrives at the chewing gums stand.,Relevant
The customer chooses a type of chewing gum.,Relevant
The customer really likes mint chewing gums.,Irrelevant
The customer brings his chewing gums at the checkout.,Relevant
The cashier scans the article.,Relevant
The cashier says to the customer the price.,Relevant
The customer pays.,Relevant
The customer takes the chewing gums.,Relevant
The cashier gives the receipt to the customer.,Relevant
The customer goes away.,Relevant
The process starts when the student leaves his house,Relevant
The weather is sunny that day so the student is happy,Irrelevant
The student walks to the bus stop when he has to take his bus,Relevant
Then the student waits for the bus to arrive,Relevant
When the bus finally comes he enters it,Relevant
The student scans his bus pass ,Relevant
Meanwhile the driver starts the bus and the drive starts for the student,Relevant
The student takes a seat,Relevant
The front seats are the best,Irrelevant
The student pushes the stop button to notify that he needs to get off the bus ,Relevant
The driver is notified and stops at the following bus stop,Relevant
The student gets off the bus,Relevant
The student walks to HEC and enters the building the process is finished,Relevant
The process starts when the customer enters the shop,Relevant
He notifies an employee that he is looking for a new pair of shoes,Relevant
The employee gives him pieces of information on some models to advice him,Relevant
The customer goes through these models to compare them,Relevant
Then the customer chooses a pair and notifies the employee,Relevant
The employee goes in the stock to bring the chosen pair ,Relevant
The customer tries it to see if it fits him well,Relevant
For example a pair of Nike air 270,Irrelevant
The customer validates his choice and goes at the checkout,Relevant
Meanwhile the employee puts the pair in a box ,Relevant
The customer pays by cash or by card,Relevant
The employee provides the customer with his pair of shoes,Relevant
The customer leaves the shop the process is finished ,Relevant
The process starts when the customers goes on the website,Relevant
The customer logs in on his customer account,Relevant
He goes through some phones that he considers buying,Relevant
He compares the details of those phones to decide which one is the best,Relevant
The customer then chooses the model he wants and add it in his shopping cart,Relevant
For exempl he decided to buy an Iphone 13 ,Irrelevant
Then the customer goes in his shopping cart and finalizes the order,Relevant
He enters his delivery adress and payment method ,Relevant
After that he pays the total amount,Relevant
The customer receives payment confirmation and information on the delivery,Relevant
The customer leaves the website the process is finished,Relevant
The process starts when the driver enters the car,Relevant
The car is from the brand Audi,Irrelevant
The driver checks if the seat is settled well,Relevant
The driver checks if he sees well in the mirrors ,Relevant
The driver fastens his seat belt,Relevant
Then he releases the hand break ,Relevant
The driver starts his engine ,Relevant
The driver engages first gear ,Relevant
After that he presses down on the clutch pedal,Relevant
Directly after he releases the clutch pedal slowly,Relevant
At the same time he presses down on the accelerator,Relevant
The car starts the process is finished,Relevant
The process starts when a customer arrives in the restaurant,Relevant
The server places the customer at a table and gives him the menu,Relevant
The server takes the customer s order,Relevant
For example a pizza Hawai and a bottle of red wine,Irrelevant
The server communicates the menu to the chef,Relevant
The chef cooks the menu,Relevant
This can take up to 45 minutes,Irrelevant
Then the server brings the menu to the customer,Relevant
The customer eats his menu,Relevant
After that the customer asks the bill to the server,Relevant
The server brings him the bill,Relevant
Than the customer pays the bill and leaves,Relevant
The process start when a customer arrives at the showroom,Relevant
The customer looks at the cars in the showroom,Relevant
An employee will find the customer and asks what he needs,Relevant
It s better if the customer is nice of course,Irrelevant
Than the customer explains what kind of car he wants ,Relevant
The employee offers the customer cars corresponding to his needs and makes different offers,Relevant
After that the customer chooses the car that s he prefers ,Relevant
For example a blue Peugeot 208 ACTIV Pack at 15.000€,Irrelevant
When the customer has chosen his car the seller makes a purchase order,Relevant
After that the customer signs the purchase order,Relevant
The seller can then order the car from the manufacturer,Relevant
The delivery time is about 6 months,Irrelevant
The customer can leaves and waits form his car,Relevant
The process starts when the cook preheats the oven to 180°,Relevant
He prepares his ingredients,Relevant
In a saucepan he melts the chocolate and the butter cut into pieces over a very low heat.,Relevant
It is important not to get burnt ,Irrelevant
In a bowl he adds the sugar eggs flour and mix.,Relevant
He adds the chocolate butter mixture and mixes well,Relevant
He butters and flours the pan and then pours in the cake batter.,Relevant
Do not spill it is dangerous,Irrelevant
It bakes for about 20 minutes,Relevant
When the cake is cooked it is left to cool outside the oven,Relevant
When the cake has cooled he covers it with icing sugar,Relevant
After that he can eat it,Relevant
The process starts when a customer comes in Disneyland s Website ,Relevant
The customer chooses first the number of days he wants to stay,Relevant
After that he chooses the number of people ,Relevant
And finally the hotel in which he wants to stay,Relevant
When the customer has chosen all this he can choose the type of room he would like,Relevant
A room with double or single beds or a family suite for example,Irrelevant
Then he chooses whether he wants half board full board or breakfast ,Relevant
Once all these choices have been made they can finalise the order and enter their details,Relevant
He will then pay a deposit,Relevant
Then he will receive a booking confirmation and an invoice by email,Relevant
One month prior to the stay the client must pay the full amount of the invoice,Relevant
This is the process of management of emergency of the Veterinary Clinic of the University of Liège,Irrelevant
Receipt of a call from the owner of the animal or the veterinarian in charge of the animal,Relevant
Discussion between the two parties to gather the following information which race of animal why and when will it suppose to arrive at the clinic,Relevant
An intern writes the information on a board in the emergency room,Relevant
The animal arrives at the clinic,Relevant
The owner checks in at the reception,Relevant
The owner pays a deposit either by cash or by card,Relevant
The secretary reports the arrival of the animal to the emergency interns,Relevant
For example Jim a cat arrived with an eye problem,Irrelevant
Students come to take the animal s background story,Relevant
The animal is taken care of by a veterinarian for a first check up,Relevant
The results of the first check up are communicated to the owners,Relevant
Should the veterinarian considers itRelevant he asks permission to extentd the work with additional examinations. If he does not consider itRelevant he returns the animal with treatment if necessary ,Relevant
The results of additional examinations are communicated to the owner if they are already available or he explains that he will communicate them as soon as they arrive.,Relevant
If the veterinarian considers it necessary he asks that the animal remains in hospitalization. If he does not he returns the animal with treatment if necessary ,Relevant
The owner will sign an hospitalization contract at the reception,Relevant
The owner pays an additional deposit if necessary,Relevant
The animal is brought to the hospitalization block,Relevant
The owner leaves the clinic,Relevant
This is the process of management of consultation of the Veterinary Clinic of the University of Liège,Irrelevant
The owner calls the clinic to schedule an appointment or goes to the reception to make it,Relevant
The reception secretary encodes the appointment on a computer in the rlevant system,Relevant
The secretary explains the modalities to follow for the appointment,Relevant
For example your dog should be fasting as from midnight on the day of the appointment,Irrelevant
The owner comes to the clinic on the day of his appointment with his animal,Relevant
The owner checks in at the reception,Relevant
The reception secretary informs the veterinarian who must do the consultation that his appointment is there,Relevant
The owner will wait in the waiting room,Relevant
The veterinarian comes to pick up the animal and its owner,Relevant
They both go to a consultation room,Relevant
The veterinarian performs the exams that were scheduled,Relevant
For example he performs a scanner or he simply osculates the animal,Irrelevant
The veterinarian gives the results of the examination if they are diectly available or does explain that he will communicate them as soon as they will be available,Relevant
If the veterinarian considers it necessary he requests that the animal has to remain in hospitalization. If he does not he is returning the animal with the treatment when applicable ,Relevant
The owner goes to the reception to pay the price of his consultation,Relevant
The owner pays the cost of the consultation either by cash or by card,Relevant
The owner leaves the clinic,Relevant
This is the process of management of release of animals from the Veterinary Clinic of the University of Liège,Irrelevant
The animal is in hospitalization,Relevant
The vet does his daily round and examines the animal that is in hospitalization,Relevant
The veterinarian calls the owners of the animal to inform them that they can come and pick it up,Relevant
Together they make an appointment for the release,Relevant
The owner comes to the clinic,Relevant
The owner goes to the reception,Relevant
The reception secretary signals to the veterinarian in charge of the outing that his appointment is there,Relevant
The veterinarian prepares the discharge instructions as well as the drugs if they are necessary,Relevant
The veterinarian go to meet the owner,Relevant
Together they go to a consultation room,Relevant
The veterinarian explains the different information that was taken from the examinations and the procedures for the animal s release.,Relevant
A student brings the animal to the consultation room,Relevant
The owner and the animal leave the clinic,Relevant
This is the process of managing an order in a restaurant,Irrelevant
The customer arrives in the restaurant,Relevant
The waitress installs him at a table,Relevant
The waitress brings the restaurant menu to the customer,Relevant
The customer thinks about what he wants to eat,Relevant
The waitress comes to take the customer s order,Relevant
The customer gives his order,Relevant
The waitress encodes the order in a computer,Relevant
The order is communicated to the kitchen by the computer,Relevant
For example Table 3 wants a bolognese pasta and a carbonara pasta,Irrelevant
The kitchen prepares the dishes,Relevant
The kitchen warns that the dishes are ready,Relevant
The waitress comes to get the dishes,Relevant
The waitress brings the dishes to the table,Relevant
The customer eats his dish,Relevant
The waitress comes to clear the table,Relevant
The customer asks for the bill,Relevant
The waitress brings the bill,Relevant
The customer pays either by cash or by card,Relevant
The customer leaves the restaurant,Relevant
Mediamarkt is a company that sells electronic goods,Irrelevant
The process starts when a customer go on the website,Relevant
The customer choses what he want to buy,Relevant
The customer goes to see his basket,Relevant
The Iphone 13 is a really good smartphone,Irrelevant
The customer enters his personnal details,Relevant
The customer pays Mediamarkt,Relevant
Mediamarkt receives the payment and the order,Relevant
Mediamarkt prepares the order,Relevant
Mediamarkt sends the order to the customer or prepares it for the click & collect,Relevant
The customer makes contact with Balter,Relevant
The customer and the company book an appointment,Relevant
The customer explains what he wants,Relevant
Balter makes the plan,Relevant
Balter makes an estimate,Relevant
The client accepts the estimate,Relevant
Balter is a construction company based in Germany,Irrelevant
The work starts,Relevant
Once the work is finished Balter sends the invoice,Relevant
The customer sends the invoice,Relevant
The customer is happy with the work,Irrelevant
Balter receives the payment,Relevant
The wood arrives at the company,Relevant
The company dries the wood,Relevant
A machine sort the wood,Relevant
Peter Müller is a company that makes fence,Irrelevant
A machine debarks the wood,Relevant
A machine cuts the wood,Relevant
A machine impregnates the wood with creosote or with salt,Relevant
The company redries the wood,Relevant
The company employs circa 25 employees,Irrelevant
The employees fit the fence together,Relevant
The customer arrives at the shop,Relevant
The receptionist welcomes the customer,Relevant
Sports et nature is based in Malmedy,Irrelevant
Sports et nature advises the customer,Relevant
The customer configures his bike road or mountain ,Relevant
Sports et nature sends the order to the trek factory,Relevant
Trek are very good bikes,Irrelevant
Trek makes the bikes,Relevant
Trek sends the bike,Relevant
The customer receives his new bike,Relevant
The customer pays Sports et nature,Relevant
Sports et nature receives the payment,Relevant
Solebox is a sneaker store which also sells some clothes,Irrelevant
The process starts when Solebox receives a limted pair of sneakers,Relevant
Solebox notifies their clients that the item has been received through Instagram,Relevant
An employee asks for his order via the intercom,Relevant
Instagram is an app very famous with students,Irrelevant
Instagram sends a link in their Instagram post to register for the raffle,Relevant
A raffle consits in a draw for people to have the possibility to buy something,Irrelevant
Clients have to be subscribed to Solebox s Instagram entry their mail add their size,Relevant
The client waits until the deadline and draw are done.,Relevant
If the client has been selected he receives a confirmation email otherwise the process ends,Relevant
The client has to come to the store.,Relevant
The client gives his ID for verification,Relevant
Then the client pays cash or card . The process ends,Relevant
If the client hasn t come to the predicted date the client loses sneakers and the process ends,Relevant
SHEIN is a enterprise that sells clothes and accessories for men and women,Irrelevant
EC HUB is the factory in charge of shipping the commands in Europe,Irrelevant
The process starts when the picking department receives the customer s order,Relevant
The picking department sends their picking workers to go and take the customer s order in the alleys,Relevant
The factory contains multiple alleys in which they are arranged if the items are shoes clothes accessories,Irrelevant
When the items have been found the picking departmenr sends them to the sorting department,Relevant
The sorting department sorts the item received in boxes,Relevant
Each boxe corresponds to an order made by a customer,Irrelevant
If the boxe has all the items ordered by the customer the sorting department sends the boxes to the packaging department,Relevant
If the boxe doesn t contain all the items the boxe is sent to the missing department,Relevant
The missing department is in charge of finding the pieces not found by the picking department,Irrelevant
When the item s has have been found the missing department sends the box to the packaging department,Relevant
When the box is received the packaging department wraps the items in nicely then sends to the sending department,Relevant
The sending department sticks the label the customer s info,Relevant
The sending department places the package in the delivery track and the process ends,Relevant
Basket Ball is a sport where 5 players are playing against 5 other players,Irrelevant
The process starts few days before the day of the Basket Ball Game,Relevant
The head coach sets up a meeting with the players few hours before the game,Relevant
The team watches their opponent playing to analyze their game on videos,Relevant
The coaching staff creates strategies to beat the opponents,Relevant
The players go to work until the day of the game,Relevant
Some players have individual workouts according to the strategies made by the coaching staff,Irrelevant
After the game the head coach gives a speech about how the strategy and the game went,Relevant
Then the players have a recovery session,Relevant
For the players who needed to put extra effort during the game they receive a massage by the the physical therapist,Relevant
A physical terapist whose job is to treat people by massages,Irrelevant
Atlas Sales Agency is enterprise that works with Luminus,Irrelevant
The process starts with a meeting between the workers and the managers,Relevant
The managers fixe the objectives to reach for the day and do a recap from the sales of the previous day,Relevant
The worker calls back the persons that they couldn t reach out the day before,Relevant
When the the worker finishes calling all the persons he shes receives a database of persons to call with their database adress etc.,Relevant
During the worker asks how much the persons pay for their electricity bill,Relevant
With the information received they make an offer lower than their opponent,Relevant
For example the price is often 15 20 lower than the price they are actually paying,Irrelevant
If the person rejects the process ends.,Relevant
If the person accepts the worker asks them how much are they willing to pay for their new contract,Relevant
If the deal is made the worker sends the contract by mail to the customer in which he she has to sign,Relevant
If the person accepts by mail during the phone call the rest is done by Luminus and the process ends,Relevant
If the person takes some time and doesn t accept throughout the day the worker calls the same person the day after,Relevant
Bpost bank is a Belgium bank based in Brussels,Irrelevant
The process starts when a client enters in the bank ,Relevant
The client takes a number at a machine,Relevant
For instace the number 56,Irrelevant
The client waits his turn,Relevant
When a counter is free the worker sends the next number ,Relevant
In this case the number 56,Irrelevant
The client walks to the counter and explain his resquet,Relevant
The worker listen to him and reach a response ,Relevant
The client takes notes of the response,Relevant
The client leaves the bank the process is finished,Relevant
The process strats when a customer sends a price proposasition on Vinted,Relevant
Vinted is an online marketplace based in Lithuania for buying and selling items,Irrelevant
The seller reads and analyses the proposition,Relevant
The seller makes a negatif response ,Relevant
For instance  I prefer 400$ instead of 3500 ,Irrelevant
The seller sends the response,Relevant
The buyer makes a better price proposition,Relevant
The seller agrees price proposition,Relevant
The bayer pays the items,Relevant
The seller prepares and wraps the items,Relevant
The seller drives to the relay point,Relevant
The seller drops the items,Relevant
A notifcation is sended to the buyers the process is finished,Relevant
The process starts when the driver notices that he has to put gasoline,Relevant
The driver has a beautiful Mercedes Benz,Irrelevant
The driver comes to a place to put gasoline,Relevant
The driver walks out of her car ,Relevant
For example the car is a Citroen,Irrelevant
Then the drive put her card in the machine,Relevant
She selects the number of the terminal and puts her secret code,Relevant
She returns to her car,Relevant
She takes the diesel gun ,Relevant
Then she put gasoline in her car,Relevant
She walk in her car,Relevant
The driver leaves and the process is finished,Relevant
Facebook is a social web site,Irrelevant
The process starts when a user arrives on the Facebook page,Relevant
The user has to click on  Creat a new account ,Relevant
The user has to put her surname,Relevant
The user has to put her first name,Relevant
The user has to put a number or an email,Relevant
The user has to creat a password,Relevant
The user has to confirm her password,Relevant
The user has to put her date of birth,Relevant
The user has to choose her gender,Relevant
The user has to click on  Sign up ,Relevant
A message is sent to the user,Relevant
The user has to confirm her email or her number,Relevant
The distributor process aims at finding the right supplier for a specific product or service for construction companies,Irrelevant
The process starts when a construction company needs a specific product or service,Relevant
The process continues as the company identifies the right supplier in their data base for the specific needs of the customer,Relevant
If there is no supplier a message is sent to the customer and the process ends,Relevant
If one or more suppliers are found the company send the required needs to the suppliers and waits for the quotation,Relevant
The quote is analyzed after getting all supplier’s information,Relevant
The right supplier is then contacted,Relevant
A contract Is then sent to the supplier,Relevant
If the contract is accepted a notification is sent to the customer and the process ends,Relevant
A chocolate mugcake is a quick and easy recipe that doesn t take long to make,Irrelevant
The process starts by checking if all the ingredients are available,Relevant
If all the ingredients needed are available then you can start by gathering them,Relevant
If an ingredient is missing then the process ends,Relevant
You put chocolate and butter in the mug,Relevant
The mug goes into the microwave for 2 minutes,Relevant
You take out the mug and put the egg flour and the butter into it,Relevant
You add white sugar or brown sugar in the mug,Relevant
Brown sugar can be better for your health,Irrelevant
You mix the content inside the mug,Relevant
Then you put it into the microwave for 3 minutes,Relevant
You take out the mug and eat the mugcake the process is finished,Relevant
The process starts when clients comes in,Relevant
The waiter check if they have a reservation,Relevant
If they have a reservation the waiter guide them to their table,Relevant
If they have no reservation the waiter check if there are available tables,Relevant
If there is an available table the waiter guide them to the available table,Relevant
If there are no available tables the waiter accompany them back and the process ends,Relevant
When the clients are seated at their table the waiter notes down what they want to eat and drink,Relevant
The waiter gives the note to the kitchen staff,Relevant
The waiter prepares the drinks,Relevant
Most of the time the clients tend to order beer or wine,Irrelevant
The waiter bring the drink to the clients,Relevant
Meanwhile the kitchen staff prepare the food,Relevant
When the food is ready the waiter brings the food at the client s table,Relevant
When the clients finish eating the waiter brings them the bill,Relevant
The clients pay with cash or by card,Relevant
The waiter guide the clients to the exit and the process ends,Relevant
The process starts by joining the meeting,Relevant
There s usually one online meeting per week since covid,Irrelevant
The team leader explains the project,Relevant
Then the team leader sends an excel file that includes all the tasks,Relevant
The IT worker does his task,Relevant
If the IT worker has an issue regarding the task he contacts the project manager,Relevant
The project manager solvse the issue and the IT worker keeps on working on the task,Relevant
When the IT worker finishes his task he writes down in the excel file the time taken to finish the task,Relevant
If the time taken to finish the task exceed the time limit the team leader contacts the IT worker,Relevant
Then the IT worker has to explain why the time taken to finish the task was too long,Relevant
If the time taken to finish the task is within the time limit the task is done and the process ends,Relevant
Online shopping has become more common especially with covid,Irrelevant
The process begins when the customer enter the website,Relevant
The customer clicks on a item they want to buy,Relevant
The customer reads the product description,Relevant
Then the customer reads the reviews,Relevant
Reviews can help the customer a lots regarding the size or color of the clothes,Irrelevant
The customer adds the item in the bag,Relevant
If the customer already has an account they log in,Relevant
If they don t have an account they create one,Relevant
Then the customer pays with a credit card or debit card,Relevant
The item is shipped and the process ends,Relevant
The process starts when the fuel level of someone’s car gets low,Relevant
The customer pulls his vehicle into a gas station Q8 ,Relevant
The customer leaves the vehicle,Relevant
Then the customer selects a method of payment cash or card,Relevant
The customer opens the fuel door of his vehicle,Relevant
The customer has to choose the right gas,Relevant
For example premium gasoline or diesel,Irrelevant
Then the customer removes the funk handle for the chosen gas,Relevant
The customer inserts the nozzle into the gas tank opening,Relevant
The customer presses the button to activate the pump,Relevant
When the gas tank is full the customer removes the nozzle from the gas tank,Relevant
The customer screws the gas cap back on,Relevant
The customer closes the fuel door,Relevant
The process finishes when the customer checks the pump screen to check if the transaction has been completed,Relevant
The Times is a British daily national newspaper based in London since 1785,Irrelevant
The process starts when the journalist finds a topic to talk about,Relevant
The journalist does research about this topic,Relevant
The journalist sorts real information and fake news,Relevant
The journalist creates a post outline,Relevant
The journalist writes the post,Relevant
The journalist proofreads the content,Relevant
The college of the journalist verifies the reliability of the information,Relevant
The college of the journalist checks the formatting of the newspaper report,Relevant
The boss of The Times gives his agreement,Relevant
The journalist publishes the newspaper report the process is finished,Relevant
