Source;Process Name;#;Sentence,Class
MadeHow;Gas Mask;12;After the molten plastic has been compressed cooling water is forced through channels in the mold to cool and harden the plastic,Relevant
MadeHow;Gas Mask;13;The pressure is released the two halves of the mold are separated and the finished canister is ejected,Relevant
MadeHow;Gas Mask;14;Styrene is a thermoplastic resin which means it can be repeatedly remelted so the scrap pieces can be reworked to make additional canisters,Relevant
MadeHow;Gas Mask;15;Therefore there is very little wasted plastic in this process,Irrelevant
MadeHow;Gas Mask;16;A similar molding process is conducted to create small circular screens that fit inside the canister,Relevant
MadeHow;Gas Mask;17;The screens are designed to hold the activated carbon in place inside the cartridge,Relevant
MadeHow;Gas Mask;18;As the canisters travel down the assembly line one screen is inserted the canister is filled with the appropriate filtrant then the second screen is put into place,Relevant
MadeHow;Gas Mask;19;The face piece is injection molded from silicone rubber,Relevant
MadeHow;Gas Mask;20;Silicone rubber has outstanding stability is resistant to high temperatures and can conform to curves in the face and head,Relevant
MadeHow;Gas Mask;21;It is also thermoplastic and can remolded as necessary,Irrelevant
MadeHow;Gas Mask;22;The molding process is very similar to the one described above,Irrelevant
MadeHow;Gas Mask;23;After molding the skirt must be removed from the mold and any rough edges must be cleaned off by hand before the other components can be attached,Relevant
MadeHow;Gas Mask;24;The pieces are assembled on a partially automated assembly line with two to four line workers supervising the process,Irrelevant
MadeHow;Gas Mask;25;The completed filter canister is attached to the face piece and the eyepieces are inserted and held in place with adhesive,Relevant
MadeHow;Gas Mask;26;Finally the straps and bands are attached to the face piece with metal rivets,Relevant
MadeHow;Gas Mask;27;When assembly is complete the mask is given a final quality check,Relevant
MadeHow;Gas Mask;28;When the masks pass inspection they are identified with the appropriate markings in accordance with the American National Standard for Identification of Air Purifying Respirator Cartridges and Canisters,Relevant
MadeHow;Gas Mask;29;The finished masks are packaged for shipping,Relevant
MadeHow;Gas Mask;30;The containers used to package the masks must also designate the identity of the mask,Relevant
MadeHow;Gas Mask;31;Furthermore they must be designed for easy access if the masks might be used in the event of an emergency,Irrelevant
MadeHow;Golf Ball;1;Threepiece golf balls are more difficult to make and can require more than 80 different manufacturing steps and 32 inspections taking up to 30 days to make one ball,Irrelevant
MadeHow;Golf Ball;2;Twopiece balls require about half of these steps and can be produced in as little as one day,Irrelevant
MadeHow;Golf Ball;3;The center of the twopiece ball is a molded core,Irrelevant
MadeHow;Golf Ball;4;It is a blend of several different ingredients all of which are chemically reactive to give a rubber type compound,Irrelevant
MadeHow;Golf Ball;5;After heat and pressure is applied a core of about 15 inches (375 cm) is formed,Relevant
MadeHow;Golf Ball;6;Injection molding or compression molding is used to form the cover and dimples on a twopiece ball using a twopiece mold,Relevant
MadeHow;Golf Ball;7;In injection molding the core is centered within a mold cavity by pins and molten thermoplastic is injected into the dimpled cavity surrounding the core,Relevant
MadeHow;Golf Ball;8;Heat and pressure cause the cover material to flow to join with the center forming the dimpled shape and size of the finished ball,Relevant
MadeHow;Golf Ball;9;As the plastic cools and hardens the pins are retracted and the finished balls are removed,Relevant
MadeHow;Golf Ball;10;With compression molding the cover is first injection molded into two hollow hemispheres,Relevant
MadeHow;Golf Ball;11;These are positioned around the core heated and then pressed together using a mold which fuses the cover to the core and also forms the dimples,Relevant
MadeHow;Golf Ball;12;Threepiece balls are all compression molded since the hot plastic flowing through would distort and probably cause breaks in the rubber threads,Relevant
MadeHow;Golf Ball;13;Flash or rough spots and the seam on the molded cover are removed,Relevant
MadeHow;Golf Ball;14;Two coats of paint are applied to the ball,Relevant
MadeHow;Golf Ball;15;Each ball sits on two posts which spins so that the paint is applied uniformly,Relevant
MadeHow;Golf Ball;16;Spray guns that are automatically controlled are used to apply the paint,Relevant
MadeHow;Golf Ball;17;Next the ball is stamped with the logo,Relevant
MadeHow;Golf Ball;18;The final step is the application of a clear coat for high sheen and scuff resistance,Relevant
MadeHow;Golf Ball;19;Drying and packaging 5 After the paint is applied the balls are loaded into containers and placed in large dryers,Relevant
MadeHow;Golf Ball;20;After drying the balls are ready for packaging in boxes and other containers,Relevant
MadeHow;Graham Cracker;1;Graham crackers are made through a series of steps which convert the raw ingredients Graham Crackerinto finished products,Irrelevant
MadeHow;Graham Cracker;2;Important steps include ingredient handling compounding forming or machining baking post conditioning and packaging,Irrelevant
MadeHow;Graham Cracker;3;Most of the major ingredients like flour vegetable shortening and sugar are delivered to cracker manufacturers in large quantities and stored in bulk tanks,Irrelevant
MadeHow;Graham Cracker;4;Depending on the ingredient these tanks may be fashioned with special equipment to control their internal environments,Irrelevant
MadeHow;Graham Cracker;5;For example a liquid such as vegetable shortening must be stored at a specific temperature until it is ready to be used,Irrelevant
MadeHow;Graham Cracker;6;If the temperature varies too much the shortening could be difficult to pump or could adversely affect the dough,Irrelevant
MadeHow;Graham Cracker;7;Therefore this tank has controls which can maintain the appropriate temperature,Irrelevant
MadeHow;Graham Cracker;8;Other tanks may have refrigeration capabilities,Irrelevant
MadeHow;Graham Cracker;9;At the start of cracker production ingredients are transferred to mixing tanks,Relevant
MadeHow;Graham Cracker;10;Liquid bulk ingredients are transferred using metered pumps which can move a specific quantity of material,Irrelevant
MadeHow;Graham Cracker;11;Bulk solid materials are pumped via a method called pneumatic transfer which involves fluidizing the powders with a stream of air and then pumping them with metered pumps,Relevant
MadeHow;Graham Cracker;12;Minor ingredients that are supplied in boxes bags and drums are weighed and poured into the mixing tank by hand,Relevant
MadeHow;Graham Cracker;13;The graham cracker ingredients are mixed together in specific quantities as specified in the recipe,Relevant
MadeHow;Graham Cracker;14;Cracker doughs are mixed with either vertical spindle mixers or highspeed horizontal drum mixers,Irrelevant
MadeHow;Graham Cracker;15;The order that ingredients are added to the mixture is important,Irrelevant
MadeHow;Graham Cracker;16;Typically the process begins with sugar water and shortening,Relevant
MadeHow;Graham Cracker;17;This forms a mixture with a creamlike consistency,Irrelevant
MadeHow;Graham Cracker;18;Next the remaining ingredients are added and a short dough is obtained,Relevant
MadeHow;Graham Cracker;19;This dough is allowed to set for two to three hours for the leavening agents to work,Relevant
MadeHow;Graham Cracker;20;Graham crackers are usually sold in two forms as squares or as animal crackers,Irrelevant
MadeHow;Graham Cracker;21;The dough used for both is ostensibly the same,Relevant
MadeHow;Graham Cracker;22;In the machining process the dough is delivered from a hopper onto a conveyor belt and rolled thin by a series of metal gauging rolls,Relevant
MadeHow;Graham Cracker;23;The thickness of the sheet is reduced by each of these rollers,Relevant
MadeHow;Graham Cracker;24;Some manufacturers stack multiple sheets on top of each other in a process known as laminating,Relevant
MadeHow;Graham Cracker;25;They are rolled out further allowed to relax and then sent along a conveyor belt to the cutting machines,Relevant
MadeHow;Graham Cracker;26;The edges of the dough sheets are cut smooth by rotary cutting machines and excess dough is sent back to the hopper for reuse,Relevant
MadeHow;Graham Cracker;27;When animal crackers are made the sheet of dough is cut into the various animal shapes by cutting machines called stampers,Relevant
MadeHow;Graham Cracker;28;These stampers or rotary dies have the animal shapes fashioned on them with intricate details,Relevant
MadeHow;Graham Cracker;29;After this stage sugar cinnamon or honey are applied to the top of the dough if the recipe requires it,Relevant
MadeHow;Graham Cracker;30;The crackers are baked in a tunnel oven,Relevant
MadeHow;Graham Cracker;31;The dough is first transferred to a metal conveyor belt and then moved through the oven which can be 100300 feet (3090 m) long,Relevant
MadeHow;Graham Cracker;32;Baking takes place in three stages called development drying and coloring,Relevant
MadeHow;Graham Cracker;33;In the development stage the dough sets taking on the size and shape of the final product,Relevant
MadeHow;Graham Cracker;34;The greatest amount of water is lost in the drying stage,Relevant
MadeHow;Graham Cracker;35;In the coloring stage the dough is changed from pale white to a light golden brown,Relevant
MadeHow;Graham Cracker;36;The amount of time a product spends baking is controlled by the speed of the moving conveyor belt,Relevant
MadeHow;Graham Cracker;37;Animal crackers bake for as little as four minutes,Relevant
MadeHow;Graham Cracker;38;Graham crackers bake slightly longer,Relevant
MadeHow;Graham Cracker;39;After the crackers come out of the oven they travel on a series of conveyors to cool,Relevant
MadeHow;Graham Cracker;40;At some point in this process they are flipped over and then flipped back to ensure that cooling is throughout,Relevant
MadeHow;Graham Cracker;41;The total cooling time can be twice as long as the baking time,Relevant
MadeHow;Graham Cracker;42;Depending on the recipe other coatings can be put on the crackers after they have cooled,Relevant
MadeHow;Graham Cracker;43;These include such things as icings chocolate coatings or sugar,Irrelevant
MadeHow;Graham Cracker;44;These can be applied using either stenciling extruders or depositors,Irrelevant
MadeHow;Graham Cracker;45;Excess toppings are removed using forced air and vibrating shaker devices,Relevant
MadeHow;Graham Cracker;46;The final step in the manufacturing process is packaging,Relevant
MadeHow;Graham Cracker;47;Because of the fragile nature of some crackers the packaging must be rigid and airtight,Relevant
MadeHow;Graham Cracker;48;For square graham crackers the crackers are cut and stacked individually and wrapped in flexible films,Relevant
MadeHow;Graham Cracker;49;Animal crackers which are less fragile are typically packaged in a coated bag,Relevant
MadeHow;Graham Cracker;50;Both types of crackers are then put inside boxes which are appropriately decorated to make the product appealing,Relevant
MadeHow;Graham Cracker;51;These boxes are put into larger case boxes which can be stacked on pallets and shipped to stores,Relevant
MadeHow;Gummy Candy;1;Gummy manufacturing uses a starch molding process,Irrelevant
MadeHow;Gummy Candy;2;First the candy is made then it is filled into starched lined trays,Relevant
MadeHow;Gummy Candy;3;The filled trays are then cooled overmight and the resulting formed candy is emptied from the trays,Relevant
MadeHow;Gummy Candy;4;In the mass production of gummy candy significant improvements have been made to increase the speed and efficiency of this process,Irrelevant
MadeHow;Gummy Candy;5;The manufacture of gummy candy begins with compounding,Relevant
MadeHow;Gummy Candy;6;Factory workers known as compounders follow instructions outlined in the recipes and physically pour the appropriate amount of gummy raw materials into the main mixing tanks,Relevant
MadeHow;Gummy Candy;7;These tanks which are equipped with mixing heating and cooling capabilities are quite large,Irrelevant
MadeHow;Gummy Candy;8;Depending on the size of the batch gummy candy compounding can take from one to three hours,Irrelevant
MadeHow;Gummy Candy;9;When the batch is complete it is sent to the Quality Control (QC) laboratory to make sure that it meets the required specifications,Relevant
MadeHow;Gummy Candy;10;After the gummy candy is compounded and passes QC testing it is either pumped or transferred to a starch molding machine known as a Mogul,Relevant
MadeHow;Gummy Candy;11;This machine can automatically perform the multiple tasks involved in making gummy candy,Irrelevant
MadeHow;Gummy Candy;12;It is called a starch molding machine because starch is a main component,Irrelevant
MadeHow;Gummy Candy;13;In this machine starch has three primary purposes,Irrelevant
MadeHow;Gummy Candy;14;First it prevents the candy from sticking to the candy molds which allows for easy removal and handling,Relevant
MadeHow;Gummy Candy;15;Second it holds the gummy candy in place during the drying cooling and setting processes,Relevant
MadeHow;Gummy Candy;16;Finally it absorbs moisture from the candies giving them the proper texture,Relevant
MadeHow;Gummy Candy;17;Making gummy candy in a Mogul is a continuous process,Irrelevant
MadeHow;Gummy Candy;18;At the start of the machine trays that contain previously filled cooled and formed gummy candy are stacked,Relevant
MadeHow;Gummy Candy;19;The trays are then removed from the stack onebyone and iwove along a conveyor belt into the next section of the machine known as the starch buck,Relevant
MadeHow;Gummy Candy;20;As they enter the starch buck the trays are inverted and the gummy candy falls out into a vibrating metal screen known as a sieve,Relevant
MadeHow;Gummy Candy;21;The vibrating action of the sieve in concert with oscillating brushes removes all of the excess starch that adheres to the gummy candy,Relevant
MadeHow;Gummy Candy;22;These pieces then move along a conveyor belt to trays where they are manually transferred to other machines by which they can be decorated further and placed into appropriate packaging,Relevant
MadeHow;Gummy Candy;23;A more recent advance called the pneumatic starch buck further automates this step,Irrelevant
MadeHow;Gummy Candy;24;In this device a tightly fitting cover is placed over the filled trays,Relevant
MadeHow;Gummy Candy;25;When it is inverted the candies adhere to the cover and remain in their ordered position,Irrelevant
MadeHow;Gummy Candy;26;The excess starch is then removed by fastrotating compressedair jets,Relevant
MadeHow;Gummy Candy;27;The candy can then be conveyed for further processing,Irrelevant
MadeHow;Gummy Candy;28;Gummy candy is manufactured in a machine called a Mogul,Irrelevant
MadeHow;Gummy Candy;29;Cooled trays of gummy candy are inverted in the starch buck,Relevant
MadeHow;Gummy Candy;30;This candy is ready for packaging,Relevant
MadeHow;Gummy Candy;31;The trays are then filled with starch to keep the candy from sticking and sent to the printer table which imprints a pattern into the starch,Relevant
MadeHow;Gummy Candy;32;The depositor fills the trays with the hot candy mixture and the trays are sent back to the stacker to cool for 24 hours,Relevant
MadeHow;Gummy Candy;33;Then the machine can start the process again,Relevant
MadeHow;Gummy Candy;34;The starch that is removed from the gummy candy is reused in the process but first it must be cleaned dried and otherwise reconditioned,Relevant
MadeHow;Gummy Candy;35;Candy particles are first removed by passing the starch through a metal screen known as a sieve,Relevant
MadeHow;Gummy Candy;36;It is then conveyed to a recirculating starch conditioning system,Relevant
MadeHow;Gummy Candy;37;As it enters this machine it is dried by being passed through hot moving air,Relevant
MadeHow;Gummy Candy;38;After drying the starch is cooled by cool air jets and conveyed back out to the Mogul to be reused in the starch molding process,Relevant
MadeHow;Gummy Candy;39;The starch returns from the drier via a conveyor belt to the Mogul where it is filled into the empty trays and leveled,Relevant
MadeHow;Gummy Candy;40;These were the same trays that were inverted and emptied in step two,Irrelevant
MadeHow;Gummy Candy;41;These starchfilled trays then move to a printer table,Relevant
MadeHow;Gummy Candy;42;Here a board that has the inverse of the mold printed on it presses the starch down so the mold has an indent in it,Relevant
MadeHow;Gummy Candy;43;From here the trays are moved to the depositors,Relevant
MadeHow;Gummy Candy;44;The gummy candy compounded in step 1 is transferred to the depositors,Relevant
MadeHow;Gummy Candy;45;This is the part of the mogul that has a filling nozzle and can deliver the exact amount of candy needed into the trays as they pass under it,Relevant
MadeHow;Gummy Candy;46;The depositor section of the mogul can contain 30 or more depositors depending on how many imprints there are on the trays,Relevant
MadeHow;Gummy Candy;47;In more modern depositors the color flavor and acids can be added to the gummy base right in the depositor,Relevant
MadeHow;Gummy Candy;48;This allows different colors and flavors to be made simultaneously speeding up the process,Relevant
MadeHow;Gummy Candy;49;The filled trays are moved along to a stacking machine and then sent to a cooling room where they stay until they are appropriately cooled and formed,Relevant
MadeHow;Gummy Candy;50;This part of the process can take over 24 hours,Relevant
MadeHow;Gummy Candy;51;After this happens the trays are moved back to the Mogul and the process starts all over again,Relevant
MadeHow;Hair Dye;1;Before a batch of hair dye is made the ingredients must be certified,Irrelevant
MadeHow;Hair Dye;2;That is the chemicals must be tested to make sure they are what they are labeled and that they are the proper potency,Irrelevant
MadeHow;Hair Dye;3;Certification may be done by the manufacturer inhouse,Irrelevant
MadeHow;Hair Dye;4;In many cases the ingredients arrive from a reputable distributor who has provided a Certificate of Analysis and this satisfies the manufacturers requirements,Relevant
MadeHow;Hair Dye;5;Next a worker weighs out the ingredients for the batch,Relevant
MadeHow;Hair Dye;6;For some ingredients only a small amount is necessary in the batch,Irrelevant
MadeHow;Hair Dye;7;But if a very large batch is being made and several ingredients are needed in large amounts these may be piped in from storage tanks,Relevant
MadeHow;Hair Dye;8;In some hair dye formulas the dye chemicals are premixed in hot water,Irrelevant
MadeHow;Hair Dye;9;The dye chemicals are dumped in a tank and water which has been already heated to 158°F(70°C) is pumped in,Relevant
MadeHow;Hair Dye;10;Other ingredients or solvents may also be added to the premix,Relevant
MadeHow;Hair Dye;11;The premix is agitated for approximately 20 minutes,Relevant
MadeHow;Hair Dye;12;The premix is then added to a larger tank containing the other ingredients of the hair dye,Relevant
MadeHow;Hair Dye;13;In a small batch the tanks used may hold about 1600 lbs (725 kg) and they are portable,Irrelevant
MadeHow;Hair Dye;14;A worker wheels the premix tank to the second mix tank and pours the ingredients in,Relevant
MadeHow;Hair Dye;15;For a very large batch the tanks may hold 10 times as much as the portable tanks and in this case they are connected by pipes,Relevant
MadeHow;Hair Dye;16;In a formula in which no premixing is required after checking and weighing the in gredients go directly to the mixing step,Relevant
MadeHow;Hair Dye;17;The ingredients are simply mixed in the tank until the proper consistency is reached,Relevant
MadeHow;Hair Dye;18;If a heated premix is used the second mix solution must be allowed to cool,Relevant
MadeHow;Hair Dye;19;The ingredients that follow the premix may be additional solvents surfactants and alkalizers,Irrelevant
MadeHow;Hair Dye;20;If the formula includes alcohol it is no added until the mix reaches 104°F(40°C) so that it does not evaporate,Relevant
MadeHow;Hair Dye;21;Fragrances too are often added at the end of the mix,Relevant
MadeHow;Hair Dye;22;The finished batch of hair dye is then piped or delivered to a tank in the filling area,Relevant
MadeHow;Hair Dye;23;A nozzle from this tank lets a measured amount of hair dye into bottles moving beneath it on a belt,Relevant
MadeHow;Hair Dye;24;The filled bottles continue on the belt to machines which affix labels and cap them,Relevant
MadeHow;Hair Dye;25;From the filling area the bottles are taken to the packaging line,Relevant
MadeHow;Hair Dye;26;At the packaging line the hair dye bottle is put in a box together with any other elements such as a bottle of developer or special finishing shampoo instruction sheet and gloves and cap or any other tools provided for the consumer,Relevant
MadeHow;Hair Dye;27;After the package is complete it is put in a shipping carton,Relevant
MadeHow;Hair Dye;28;The full cartons are then taken to the warehouse to await distribution,Relevant
MadeHow;Harmonica;1;While the individual parts are produced by machinery the assembly is done by hand,Irrelevant
MadeHow;Harmonica;2;Wooden combs are cut from a block of wood,Relevant
MadeHow;Harmonica;3;Channels are carved out in descending lengths across the comb,Relevant
MadeHow;Harmonica;4;Plastic combs are injection molded,Relevant
MadeHow;Harmonica;5;The plastic compound is heated to a semifluid state and then mechanically injected into a mold,Relevant
MadeHow;Harmonica;6;The compound hardens quickly the mold is popped open and the new comb is expelled,Relevant
MadeHow;Harmonica;7;The reed plate is stamped and machined creating slits that correspond to the channels on the comb,Relevant
MadeHow;Harmonica;8;Reeds are cut and tapered by machine,Relevant
MadeHow;Harmonica;9;One end of each reed is riveted to the reed plate so that a reed lays over each slit,Relevant
MadeHow;Harmonica;10;The opposite end of the reed is left free,Relevant
MadeHow;Harmonica;11;The reed plate is manually tuned,Relevant
MadeHow;Harmonica;12;The tuner strikes the appropriate tuning fork and then files each reed to the correct tone,Relevant
MadeHow;Harmonica;13;Filing the base end lowers the pitch filing the free end raises the pitch,Relevant
MadeHow;Harmonica;14;The reed plate is attached to the comb with nails or screws,Relevant
MadeHow;Harmonica;15;The assembly is done manually at a workbench similar to that used by a shoemaker,Irrelevant
MadeHow;Harmonica;16;The nails are inserted into the holes with needlenosed pliers and then tapped in gently with a small hammer,Relevant
MadeHow;Harmonica;17;The plate cover which has been machined shaped and stamped with the company name and harmonica type is attached to the reedcomb assembly with screws or nails,Relevant
MadeHow;Harmonica;18;The harmonicas are inserted into boxes and packed for shipment to retailers,Relevant
MadeHow;Harp ;1;Boards of spruce maple beech and other woods are received by the harpmaker and inspected,Relevant
MadeHow;Harp ;2;In order to perfectly match the grain of harp with a natural finish boards of wood all from the same tree may be received together,Relevant
MadeHow;Harp ;3;The boards are then stored for about six months to become adjusted to the local climate in order to avoid any future problems with splitting or cracking,Relevant
MadeHow;Harp ;4;Power woodcutting machines cut the boards into rough approximations of the pieces needed,Relevant
MadeHow;Harp ;5;More detailed shaping of these pieces is done with hand held woodcutting tools,Irrelevant
MadeHow;Harp ;6;Harpmakers learn their craft in a series of apprenticeships,Irrelevant
MadeHow;Harp ;7;New workers build the base of the harp then go on to learn the skills needed to build the body and the soundboard,Irrelevant
MadeHow;Harp ;8;Only the most experienced harpmakers work on the column and the neck,Irrelevant
MadeHow;Harp ;9;Many thin layers of wood are glued together under pressure to foim wooden parts which are stronger than solid wood,Relevant
MadeHow;Harp ;10;The various wooden parts are then stored to await assembly,Relevant
MadeHow;Harp ;11;Metalworkers use a wide variety of power and hand held tools to shape brass and steel into the nearly 1500 pieces needed to make up the action of the harp,Relevant
MadeHow;Harp ;12;Some simple parts may be purchased from outside manufacturers,Relevant
MadeHow;Harp ;13;The metal components are then stored to await assembly,Irrelevant
MadeHow;Harp ;14;Before assembly the wooden components are decorated as desired,Relevant
MadeHow;Harp ;15;The column may be hand carved with complex designs which take several weeks to complete,Relevant
MadeHow;Harp ;16;All wooden parts are sanded smooth in preparation for finishing,Relevant
MadeHow;Harp ;17;They are then sprayed with clear lacquer or colored wood stain,Relevant
MadeHow;Harp ;18;After one coat of lacquer or stain is applied it is allowed to dry and then sanded smooth again,Relevant
MadeHow;Harp ;19;This process is repeated up to 10 times over as long as two weeks,Relevant
MadeHow;Harp ;20;The soundboard may then be painted with elaborate designs,Relevant
MadeHow;Harp ;21;A modern concert harp stands about 7075 in (1442049 m) high is about 40 in (1 m) wide weighs about 7090 lb (3241 kg) and has 47 strings ranging in size from a few inches to several feet in length,Irrelevant
MadeHow;Harp ;22;Some harps have gilded columns and bases,Irrelevant
MadeHow;Harp ;23;The gilder begins by sanding unfinished wooden parts to remove all imperfections,Relevant
MadeHow;Harp ;24;Layers of gesso (a special mixture of glues) are applied to the smooth wood,Relevant
MadeHow;Harp ;25;After the gesso sets layers of clay are applied and sanded smooth,Relevant
MadeHow;Harp ;26;Glue is applied to a small area of the smooth clay,Relevant
MadeHow;Harp ;27;Gold leaf 0000004 inches thick (01 microns) is applied with a brush,Relevant
MadeHow;Harp ;28;(The gold is so thin that it cannot be handled directly by human hands),Irrelevant
MadeHow;Harp ;29;The process is repeated on other small areas until an entire component is gilded,Relevant
MadeHow;Harp ;30;Excess gold is wiped away and another layer of gold leaf is applied,Relevant
MadeHow;Harp ;31;Some portions of the gold are burnished to a brilliant sheen by rubbing them with a tool made of polished agate,Relevant
MadeHow;Harp ;32;Clear lacquer is applied to protect the gold,Relevant
MadeHow;Harp ;33;Master harpmakers begin the slow painstaking process of bringing the wood and metal components together to form the harp,Relevant
MadeHow;Harp ;34;The parts of the neck body soundboard base and column are brought together to form the frame,Relevant
MadeHow;Harp ;35;The complex mechanism of the action is fitted within the column and connected to the disks on the brass plate below the neck and the pedals on the base,Relevant
MadeHow;Harp ;36;Strings are attached to brass pegs on the neck fed through the disks and attached to the centerstrip of the soundboard,Relevant
MadeHow;Harp ;37;At first the strings are very loose,Irrelevant
MadeHow;Harp ;38;They are slowly tightened to the correct level of tension and tuned to the correct pitch,Relevant
MadeHow;Harp ;39;After a final inspection the harp is packed in closefitting foam within a cardboard box to be shipped to the purchaser,Relevant
MadeHow;Harp ;40;The harp manufacturer also makes special protective wooden cases with wheels which allow the harp to be moved with relative ease,Relevant
MadeHow;HeatPump;1;The pump is usually procured as a finished unit and installed into the system by integrating it with coupling and piping components,Irrelevant
MadeHow;HeatPump;2;Designed for the specific size and fluid requirements of the system the pump may be shipped depending upon its size directly to the installation site,Irrelevant
MadeHow;HeatPump;3;This usually occurs with large commercial heat pumps supplying heat andor refrigeration to office buildings,Irrelevant
MadeHow;HeatPump;4;Smaller residential models may have the pump installed into an assembly that includes the condenser evaporator and various piping,Irrelevant
MadeHow;HeatPump;5;These units encased in a sheet metal box will be comprised of various subassemblies for the condenser and evaporator in order to bolt every component to the box or to one another,Irrelevant
MadeHow;HeatPump;6;Some of the brackets used will form the base of the unit where the pump will be bolted down to a metal pan and connected to an AC motor,Relevant
MadeHow;HeatPump;7;Assembled from several different sheets of metal encasement units are sheared to size in a shear press,Relevant
MadeHow;HeatPump;8;After they are cut to the proper dimensions small assembly holes are punched in the metal using a Computer Numerically Controlled (CNC) punch press,Relevant
MadeHow;HeatPump;9;These punch presses have either a moveable table to move the sheet metal or a moveable die which is able to punch holes in different spots of the metal,Relevant
MadeHow;HeatPump;10;Punch presses are often directed where to punch by a computeraided design (CAD) program,Relevant
MadeHow;HeatPump;11;Different shaped punching tools are stored within the machine providing it with the ability to punch all of the necessary holes by simply changing the computer program,Irrelevant
MadeHow;HeatPump;12;After punching the sheet will move to a Numerically Controlled (NC) press brake where it will be bent in different shapes and configurations,Relevant
MadeHow;HeatPump;13;The press brake bends the metal into many different shapes by using dies or tooling,Relevant
MadeHow;HeatPump;14;Unlike the CNC punch press the press brake will require a manual change in tooling to perform a different bend,Irrelevant
MadeHow;HeatPump;15;The sheet is then ready to be welded riveted or bolted to the other sheets and brackets,Irrelevant
MadeHow;HeatPump;16;Once assembled these sheets provide most of the stability of standalone units,Relevant
MadeHow;HeatPump;17;The condenser and evaporator are made of many small thin copper or aluminum tubes which are bent around curved dies by tube bending machines,Relevant
MadeHow;HeatPump;18;NC tube bending machines will be programmed to provide the same exact bend on each of the tubes allowing them to be stacked one on top of the other,Relevant
MadeHow;HeatPump;19;These tubes will then be attached to plates or fins through which the tubes will pass and be joined through tube expansion or joint welding,Relevant
MadeHow;HeatPump;20;This creates a tightly sealed system,Relevant
MadeHow;HeatPump;21;The tube and plate assembly will act as a heat exchanger by allowing the working fluid to pass through the system inside the tubes while giving off the heat in the condenser to another fluid medium passing between the plates and acquiring the heat given off through the tubes,Relevant
MadeHow;HeatPump;22;In order to provide strength or connectivity to the components small brackets are punched out of mild carbon steel,Relevant
MadeHow;HeatPump;23;The brackets are usually punched out of steel coil that is continuously fed first through a decoiler,Relevant
MadeHow;HeatPump;24;Once it is decoiled it is sheared bent and formed in one continuous process,Relevant
MadeHow;HeatPump;25;Heat PumpThis is done with a progressive die configuration where the bracket remains attached to the coil as it moves from station to station,Relevant
MadeHow;HeatPump;26;Each station adds something to the bracket either a hole or notch and sends it to the next station until finally it is sheared from the coil,Relevant
MadeHow;HeatPump;27;This process may be outsourced to vendors who specialize in progressive die or transfer press operations and can provide better cost control,Relevant
MadeHow;HeatPump;28;More tubing is fabricated and bent to provide the rest of the piping needed to connect the pump with the condenser and evaporator,Relevant
MadeHow;HeatPump;29;Various fittings and connection components are utilized,Irrelevant
MadeHow;HeatPump;30;The expansion valve which is contained within some of the piping lines is another component purchased as a whole unit,Irrelevant
MadeHow;HeatPump;31;The expansion valve is a designed fitting that provides for the expansion of the working fluid and connection of smaller diameter tubing with larger diameter tubing,Irrelevant
MadeHow;HeatPump;32;In small residential units the valve is contained within the main box while in larger commercial units it may be installed on site in the piping system,Irrelevant
MadeHow;HeatPump;33;Components subassemblies brackets andor plates are painted or powder coated for corrosion resistance,Relevant
MadeHow;HeatPump;34;Before painting however some parts are treated with a special solvent to remove any grease or oil left from the manufacturing operations,Relevant
MadeHow;HeatPump;35;This is usually done by submersing the parts in large tanks filled with solvent and then drying them in a special oven,Relevant
MadeHow;HeatPump;36;Some parts which are specially coated with zinc nickel or chrome will be fed through an acid bath before being dipped into tanks of coating solution,Relevant
MadeHow;HeatPump;37;Once cleaned the parts are manually loaded onto trays or hung on specially designed racks and fed into a paint booth,Relevant
MadeHow;HeatPump;38;The paint is applied with a pressurized paint dispenser that will spray paint into each crevice,Relevant
MadeHow;HeatPump;39;After passing vigorous inspections the heat pump is sent to packaging where the system will be boxed and shipped to the installation site,Relevant
MadeHow;HeatPump;40;Generally heat pumps will be installed at the construction site,Relevant
MadeHow;HeatPump;41;The compressor and evaporator will be constructed of massive 3 in (75 cm) diameter tubing and have larger chambers where the working fluid will change phases,Relevant
MadeHow;HeatPump;42;The pump itself will be bolted to a concrete pad and connected Heat Pumpwith a large DC motor or natural gas generator,Relevant
MadeHow;HeatPump;43;The fittings and valves will be shipped and installed into the piping system while supported by brackets and braces anchored to existing walls,Relevant
MadeHow;HeatPump;44;These installations exhibit significant engineering challenges and often require cooperation between the contractor and heat pump manufacturer,Relevant
MadeHow;HeavyDuty Truck;1;Heavyduty trucks are assembled from component parts,Irrelevant
MadeHow;HeavyDuty Truck;2;Each truck manufacturer usually builds its own cabs and a few also build their own engines transmissions axles and other major components,Irrelevant
MadeHow;HeavyDuty Truck;3;In most cases however the major components (and many of the other components) are built by other companies and are shipped to the truck assembly plant,Irrelevant
MadeHow;HeavyDuty Truck;4;In most plants the trucks move along an assembly line as components are added by different groups of workers at successive workstations,Irrelevant
MadeHow;HeavyDuty Truck;5;The truck starts with a frame assembly that acts as the backbone of the truck and finishes with the completed fully operational vehicle being driven off the end of the assembly line under its own power,Relevant
MadeHow;HeavyDuty Truck;6;A 1911 Ford ModelTSmith FormA Truck Conversion tractor coupled to Fruehaufs 1914 flatbed semitrailer,Irrelevant
